10.33,-6.91,-0.26
10.33,-6.91,0.02
10.17,-6.91,-0.03
9.67,-6.92,0.01
9.08,-6.92,-0.01
8.45,-6.92,-0.01
7.79,-6.93,-0.00
7.14,-6.94,-0.00
6.47,-6.93,0.00
5.84,-6.93,-0.00
5.11,-6.93,-0.00
4.46,-6.93,-0.00
3.81,-6.93,0.00
3.17,-6.94,-0.00
2.43,-6.93,0.00
1.78,-6.93,0.00
1.14,-6.93,0.00
0.49,-6.93,0.00
-0.15,-6.93,0.00
-0.88,-6.93,0.00
