5.81,-9.26,0.24
5.81,-9.26,0.52
5.65,-9.23,0.47
5.16,-9.16,0.51
4.58,-9.04,0.49
3.95,-8.95,0.49
3.30,-8.83,0.50
2.66,-8.73,0.50
2.01,-8.61,0.50
1.38,-8.50,0.50
0.66,-8.37,0.50
0.02,-8.26,0.50
-0.62,-8.15,0.50
-1.25,-8.03,0.50
-1.97,-7.90,0.50
-2.61,-7.79,0.50
-3.25,-7.69,0.50
-3.88,-7.57,0.50
-4.52,-7.45,0.50
-5.23,-7.32,0.50
