9.54,4.18,-0.66
9.55,4.19,-0.39
9.31,3.50,-0.42
9.01,2.90,-0.42
8.69,2.11,-0.41
8.33,1.49,-0.41
7.85,0.78,-0.40
7.28,0.02,-0.38
6.63,-0.73,-0.38
5.95,-1.39,-0.38
5.26,-1.93,-0.40
4.54,-2.40,-0.40
3.86,-2.77,-0.40
2.99,-3.22,-0.40
2.11,-3.63,-0.40
1.17,-3.88,-0.40
0.32,-4.01,-0.40
-0.54,-4.08,-0.40
-1.30,-4.08,-0.39
-1.90,-4.06,-0.39
